PoiId;nome;latitude;longitude;tipo;endereco
285;Parque dos Ventos;-12.9810735;-38.4293597;park;Avenida Otávio Mangabeira  S/N - Boca do Rio  Salvador - BA  41706-690  Brazil
286;Praça Orungan;-13.0080127;-38.5184597;park;Praça Santos Dumont  1-17 - Barra  Salvador - BA  41830-650  Brazil
287;Stella Maris Square;-12.9394345;-38.3407366;park;352  Alameda Praia de Guarapari  294 - Stella Maris  Salvador - BA  Brazil
288;Praça Herculina Pineiro Pineiro;-12.9339035;-38.3751419;park;R. Pasqualle Gatto - Itapuã  Salvador - BA  41301-110  Brazil
289;Praça da II;-12.9019002;-38.403067;park;Cajazeiras  Salvador - State of Bahia  41342-430  Brazil
290;Mistura;-12.9545294;-38.3549363;restaurant;R. Prof. Souza Brito  41 - Itapuã  Salvador - BA  41640-485  Brazil
291;PANIVINI Mercado do Rio Vermelho;-13.0020354;-38.4821206;restaurant;Mercado - Av. Juracy Magalhães Júnior  1624 - box 59 - Rio Vermelho  Salvador - BA  41940-060  Brazil
292;Restaurante Casa de Tereza;-13.0138807;-38.4876938;restaurant;R. Odilon Santos  45 - Rio Vermelho  Salvador - BA  41940-350  Brazil
293;Casa di Vina Restaurante;-12.9545998;-38.3523016;restaurant;R. Flamengo  44 - Itapuã  Salvador - BA  41635-480  Brazil
294;Saúde Brasil;-12.9964913;-38.5212159;restaurant;R. Humberto de Campos  6 - Graça  Salvador - BA  40150-130  Brazil
295;Restaurante Sabores de Itapuã;-12.9499623;-38.3508817;restaurant;Hotel Deville Prime Salvador - Alameda Passárgada  sem número - Itapuã  Salvador - BA  41620-430  Brazil
296;Restaurante Senac Casa do Comércio;-12.9801889;-38.4564028;restaurant;Casa do Comércio - Av. Tancredo Neves  1109 - Caminho das Árvores  Salvador - BA  41820-021  Brazil
297;Camarada Camarão - Salvador;-12.9780021;-38.4545681;restaurant;Av. Tancredo Neves  3133 - Caminho das Árvores  Salvador - BA  41820-021  Brazil
298;Paraíso Tropical;-12.9602085;-38.4636202;restaurant;Rua Edgard Loureiro  98 - B - Cabula  Salvador - BA  40342-100  Brazil
299;Restaurante Poró;-12.9678893;-38.5071923;restaurant;R. do Carmo  13 - Santo Antônio Além do Carmo  Salvador - BA  40301-380  Brazil
300;Boi Preto Prime;-12.9836148;-38.4350783;restaurant;Av. Octávio Mangabeira  5095 - Boca do Rio  Salvador - BA  41750-240  Brazil
301;Restaurante Yemanjá;-12.9874244;-38.4354071;restaurant;Av. Octávio Mangabeira  4661 - Armação  Salvador - BA  41750-240  Brazil
302;A Porteira;-12.9745466;-38.4200946;restaurant;Av. Dom Eugênio Sales  96 - Boca do Rio  Salvador - BA  41706-670  Brazil
303;Restaurante Coco Bambu Bahia e Espaço de Eventos;-12.9887414;-38.4502874;restaurant;Av. Prof. Magalhães Neto  1273 - Pituba  Salvador - BA  41810-720  Brazil
304;Restaurante Donana - Brotas;-12.9864169;-38.4740341;restaurant;Centro Comercial do Conjunto dos Comerciários  R. Teixeira Barros  s/n - Brotas  Salvador - BA  40276-150  Brazil
305;Pasta em Casa;-13.012401;-38.491122;restaurant;Rua Professora Almerinda Dultra  67 - Rio Vermelho  Salvador - BA  41950-090  Brazil
306;Restaurante Brasil Legal;-13.0089958;-38.5307855;restaurant;R. Afonso Celso  152 - Barra  Salvador - BA  40140-230  Brazil
307;Cathedrall;-12.94339;-38.33917;restaurant;Alameda Praia de Camburiú  16 - Stella Maris  Salvador - BA  41600-250  Brazil
308;Sal e Brasa Salvador;-12.9706892;-38.4128896;restaurant;R. Carimbamba  917 - Pituaçu  Salvador - BA  41740-010  Brazil
309;Restaurante Barravento;-13.009566;-38.5254147;restaurant;Av. Oceânica  814 - Barra  Salvador - BA  40170-010  Brazil
310;Porto Brasil;-12.9918717;-38.4532083;restaurant;Rua Miguel Navarro Y Cañizares  428 - Pituba  Salvador - BA  41810-215  Brazil
311;Al Mare;-12.9781259;-38.4542136;restaurant;Av. Tancredo Neves  3133 - Loja 1034 - Caminho das Árvores  Salvador - BA  41820-000  Brazil
312;Ki-Mukeka (Armação);-12.9919151;-38.4390855;restaurant;Av. Octávio Mangabeira  136 Jardim - Armação  Salvador - BA  41750-240  Brazil
313;Zanzibar;-12.9663984;-38.5057312;restaurant;R. Direita de Santo Antônio  60-B - Santo Antônio Além do Carmo  Salvador - BA  40301-280  Brazil
314;Bar Zulu;-12.9742321;-38.5082679;restaurant;R. das Laranjeiras  15 - Pelourinho  Salvador - BA  40026-230  Brazil
315;Rango Vegan;-12.9693377;-38.5080026;restaurant;R. do Passo  nº 62 - Santo Antonio  Salvador - BA  40301-408  Brazil
316;Rua 15 Restaurante e Bar;-12.9795299;-38.4299455;restaurant;Av. Iemanjá - Boca do Rio  Salvador - BA  41710-755  Brazil
317;Restaurante Escola Senac Pelourinho;-12.9714281;-38.50823;restaurant;Largo do Pelourinho  13 - Comercio  Salvador - BA  40026-280  Brazil
318;Beach Stop;-12.932848;-38.3287828;restaurant;R. José Augusto Tourinho Dantas  214 - Stella Maris  Salvador - BA  41603-110  Brazil
319;Odoyá;-12.9737279;-38.5097515;restaurant;Largo do Cruzeiro de São Francisco  1 - Pelourinho  Salvador - BA  40020-280  Brazil
320;Salvador Dali Restaurante;-13.013451;-38.490166;restaurant;R. Borges dos Reis  11 - Rio Vermelho  Salvador - BA  41950-600  Brazil
321;Cuco Bistro;-12.9737359;-38.5094546;restaurant;Largo do Cruzeiro de São Francisco  6/4 - Pelourinho  Salvador - BA  40020-280  Brazil
322;Donaeva;-12.9396404;-38.3348327;restaurant;Rua Gilberto Freyre  Qd. E  Lt. 4 - Praia do Flamengo  Salvador - BA  41600-590  Brazil
323;Restaurante Uauá;-12.9722227;-38.5083829;restaurant;R. Maciel de Baixo  36 - Pelourinho  Salvador - BA  40026-240  Brazil
324;Touro Louco;-12.9445927;-38.3408498;restaurant;Alameda Praia de Camburiú  108 - Stella Maris  Salvador - BA  41600-460  Brazil
325;Sal Marinho;-12.999919;-38.456829;restaurant;R. Território do Rio Branco  219 - Pituba  Salvador - BA  41830-530  Brazil
326;Restaurante Pelô Bistrô;-12.9720629;-38.5090303;restaurant;Hotel Casa do Amarelindo - R. das Portas do Carmo  6 - Pelourinho  Salvador - BA  40026-290  Brazil
327;La Pulperia;-12.9911879;-38.4933922;restaurant;R. Novo Horizonte  39 - Acupe de Brotas  Salvador - BA  40290-735  Brazil
328;Bargaço;-12.9817304;-38.4365195;restaurant;e 19 Jardim - R. Antônio da Silva Coelho  Quadra 43  Lote 18 - Armação  Salvador - BA  41750-040  Brazil
329;Bistrô Paris 6 | Salvador;-12.981879;-38.4647813;restaurant;Av. Tancredo Neves  148 - Caminho das Árvores  Salvador - BA  41820-000  Brazil
330;Shanti Restaurante;-13.0114099;-38.4915357;restaurant;R. João Gomes  10 - Rio Vermelho  Salvador - BA  41940-100  Brazil
331;Restaurante Egeu;-12.9977527;-38.5279681;restaurant;Av. Sete de Setembro  2830 - Barra  Salvador - BA  40130-001  Brazil
332;Restaurante Mistura Contorno;-12.9818899;-38.5193998;restaurant;Cloc Marina Residence - Ladeira do Gabriel  334 - Dois de Julho  Salvador - BA  40301-110  Brazil
333;Restaurante Casa Lisboa;-13.0045969;-38.5173968;restaurant;R. Manuel Dias de Morais  35 - Jardim Apipema  Salvador - BA  40155-260  Brazil
334;Outback Steakhouse;-12.9818979;-38.4654037;restaurant;Av. Tancredo Neves  148 - Caminho das Árvores  Salvador - BA  41820-908  Brazil
335;Dona Mariquita;-13.013058;-38.486602;restaurant;R. do Meio  178 - Rio Vermelho  Salvador - BA  41490-426  Brazil
336;Spoleto;-12.9091616;-38.3517319;restaurant;Rodovia  BA-526  305 Loja 3012  Piso 3 Salvador Norte Shopping - São Cristóvão  Salvador - BA  41510-000  Brazil
337;Bella Napoli;-12.9862873;-38.4573583;restaurant;Alameda das Espatódeas  491 - Caminho das Árvores  Salvador - BA  41820-460  Brazil
338;Cremonini Ristorante;-12.9991247;-38.4597146;restaurant;R. Alexandre Herculano  18 - Pituba  Salvador - BA  41810-395  Brazil
339;Boteco do França;-13.0133314;-38.4900589;restaurant;R. Borges dos Reis  24-A - Rio Vermelho  Salvador - BA  41950-600  Brazil
340;Tudo Azul Restaurante Suíço-Brasileiro;-13.0035762;-38.5326219;restaurant;Porto da Barra  Av. Sete de Setembro  3701 - Barra  Salvador - BA  40140-110  Brazil
341;RESTAURANTE CARVÃO;-13.0056472;-38.5214896;restaurant;R. Prof. Sabino Silva  5 - Chame-Chame  Salvador - BA  40157-250  Brazil
342;Axego Restaurante e Bar;-12.9727302;-38.50887780000001;restaurant;R. Maciel de Cima  1 - Pelourinho  Salvador - BA  40026-250  Brazil
343;Restaurante Maria Mata Mouro;-12.9741116;-38.508693;restaurant;Rua da Ordem Terceira  08 - Pelourinho  Salvador - BA  40026-260  Brazil
344;Lôro - Praia do Flamengo;-12.9226105;-38.3148936;restaurant;R. Des. Manoel de Andrade Teixeira  266 - Praia do Flamengo  Salvador - BA  41603-135  Brazil
345;Sampa Restaurante;-12.9741846;-38.417973;restaurant;Av. Octávio Mangabeira  7327 - Boca do Rio  Salvador - BA  40411-010  Brazil
346;Gattai;-12.9777725;-38.4547118;restaurant;Av. Tancredo Neves  3133 - 25 - Caminho das Árvores  Salvador - BA  41820-910  Brazil
347;Ferreiro Café Salvador;-12.9778667;-38.4544654;restaurant;Av. Tancredo Neves  2915 - 1035 - Caminho das Árvores  Salvador - BA  41820-021  Brazil
348;Divino Fogão - Salvador Norte;-12.9094862;-38.3512129;restaurant;Rodovia  BA-526  305 - São Cristóvão  Salvador - BA  41510-000  Brazil
349;Restaurante Chez Bernard;-12.9845508;-38.52076599999999;restaurant;R. Gamboa de Cima  11 - Dois de Julho  Salvador - BA  40060-008  Brazil
350;Salvador Shopping;-12.9785389;-38.4550888;shopping_mall;Av. Tancredo Neves  3133 - Caminho das Árvores  Salvador - BA  41820-021  Brazil
351;Salvador Norte Shopping;-12.9090341;-38.3518871;shopping_mall;BA-526  305 - São Cristóvão  Salvador - BA  41510-000  Brazil
352;Shopping da Bahia;-12.9811659;-38.46503209999999;shopping_mall;Av. Tancredo Neves  148 - Caminho das Árvores  Salvador - BA  41820-972  Brazil
353;Shopping Paralela;-12.9365263;-38.3949236;shopping_mall;Av. Luís Viana Filho  8544 - Alphaville  Salvador - BA  41730-101  Brazil
354;Shopping salvador;-12.9789302;-38.4534531;shopping_mall;Av. Tancredo Neves  148 - Caminho das Árvores  Salvador - BA  41820-908  Brazil
355;Shopping Bela Vista;-12.9702525;-38.47424230000001;shopping_mall;Alameda Euvaldo Luz  92 - Horto Bela Vista  Salvador - BA  41098-020  Brazil
356;Shopping Sumaré;-12.982449;-38.4552975;shopping_mall;Av. Tancredo Neves  1506 - Caminho das Árvores  Salvador - BA  41820-020  Brazil
357;Shopping Bahiamar;-12.995574;-38.4479828;shopping_mall;Rua Arthur de Azevêdo Machado  497 - Costa Azul  Salvador - BA  41760-000  Brazil
358;Shopping Itaigara;-12.9964162;-38.4637345;shopping_mall;Av. Antônio Carlos Magalhães  656 - Pituba  Salvador - BA  41825-000  Brazil
359;Multishop Salvador - Boca do Rio;-12.975237;-38.4199417;shopping_mall;Av. Octávio Mangabeira  6929 - Boca do Rio  Salvador - BA  41706-690  Brazil
360;Shopping Capemi Salvador;-12.9831;-38.465;shopping_mall;R. da Alfazema  752 - Caminho das Árvores  Salvador - BA  41820-710  Brazil
361;Shopping da Bahia;-12.9816573;-38.4642196;shopping_mall;Av. Antônio Carlos Magalhães - Pituba  Salvador - BA  40301-155  Brazil
362;Salvador Automóveis;-12.925394;-38.377633;shopping_mall;Av. Luís Viana Filho  nº 13.090 - Itapuã  Salvador - BA  41620-000  Brazil
363;Kanucas;-12.9365739;-38.3952434;shopping_mall;Av. Luís Viana Filho  8544 - Paralela  Salvador - BA  41730-101  Brazil
364;Shopping Piedade;-12.9835518;-38.5130701;shopping_mall;Rua Conselheiro Junqueira Ayres  165 - Dois de Julho  Salvador - BA  40070-080  Brazil
365;Shopping Paralela;-12.9224162;-38.40984;shopping_mall;R. Vila Rita  2-40 - Vila 2 de Julho  Salvador - BA  41262-050  Brazil
366;Shopping Center Lapa;-12.9828521;-38.5139654;shopping_mall;R. Portão da Piedade  155 - Dois de Julho  Salvador - BA  40070-045  Brazil
367;Cia Marítima Salvador Shopping;-12.9954162;-38.4542581;shopping_mall;Salvador Shopping - Caminho das Árvores  Salvador - BA  41820-000  Brazil
368;Salvador shopping;-12.9777378;-38.5016363;shopping_mall;Nazaré  Salvador - State of Bahia  40045-050  Brazil
369;Shopping da Gente;-12.9790178;-38.4713903;shopping_mall;Av. Antônio Carlos Magalhães  4591 - Iguatemi  Salvador - BA  40280-901  Brazil
410;Itaipava Fonte Nova Arena;-12.97883;-38.5043711;stadium;Ladeira da Fonte das Pedras  s/n - Nazaré  Salvador - BA  40050-565  Brazil
411;Estádio Manoel Barradas - Barradão;-12.9195408;-38.4282201;stadium;R. Artêmio Castro Valente  1 - Canabrava  Salvador - BA  Brazil
412;Ponto Estadio Pituacu;-12.9442119;-38.4198979;stadium;Av. Luís Viana Filho  5492-5614 - Pituaçu  Salvador - BA  41680-400  Brazil
413;Estádio Parque Santiago;-12.982511;-38.47258619999999;stadium;Avenida Santiago de Compostela - Parque Bela Vista  Salvador - BA  40279-150  Brazil
416;Elevador Lacerda;-12.9744257;-38.5130232;tourist_attraction;Praça Tomé de Souza  S/N - Centro  Salvador - BA  40020-000  Brazil
417;Farol da Barra - Forte de Santo Antônio da Barra;-13.0103389;-38.532898;tourist_attraction;Largo do Farol da Barra  S/N - Barra  Salvador - BA  40140-650  Brazil
418;Mercado Modelo;-12.9734462;-38.5133523;tourist_attraction;Praça Visc. de Cayru  s/n - Comercio  Salvador - BA  40015-170  Brazil
419;Largo do Pelourinho;-12.9715916;-38.5083826;tourist_attraction;Largo do Pelourinho - Pelourinho  Salvador - BA  40026-280  Brazil
420;a Casa do Rio Vermelho;-13.007743;-38.4897292;tourist_attraction;R. Alagoinhas  33 - Rio Vermelho  Salvador - BA  41940-620  Brazil
421;Dique do Tororó;-12.9839128;-38.5043398;tourist_attraction;Av. Vasco da Gama  212 - Engenho Velho de Brotas  Salvador - BA  40240-090  Brazil
422;Centro Histórico;-12.9755815;-38.513305;tourist_attraction;Centro  R. Chile - Comercio  Salvador - BA  40020-180  Brazil
423;Forte São Diogo (Espaço Carybé das Artes);-13.0022118;-38.5324357;tourist_attraction;R. do Forte de São Diogo  s/n - Porto da Barra  Salvador - BA  40130-170  Brazil
424;The girls monument of Brazil (Chubs);-13.0101438;-38.5092151;tourist_attraction;93  Av. Adhemar de Barros  19 - Ondina  Salvador - BA  Brazil
425;Itapuã Lighthouse;-12.9570655;-38.3536886;tourist_attraction;Rua Farol de Itapuã S/N - Itapuã  Salvador - BA  41630-240  Brazil
426;Salvador Zoo and Botanical Park;-13.0094574;-38.5047836;tourist_attraction;Tv. Alto de Ondina  s/n - Ondina  Salvador - BA  40170-110  Brazil
427;Ponta do Humaitá - Bairro Monte Serrat;-12.9285823;-38.5195225;tourist_attraction;R. da Boa Viagem  56 - Monte Serrat  Salvador - BA  40414-610  Brazil
428;Arquepiscopal Palace Salvador;-12.973381;-38.5113398;tourist_attraction;Praça da Sé  203-47 - Pelourinho  Salvador - BA  40020-210  Brazil
429;Prainha do Solar do Unhão;-12.9812201;-38.5198256;tourist_attraction;Rua da Conceição da Praia  1040-1142 - Comercio  Salvador - BA  40301-110  Brazil
430;PontosBr;-13.0068019;-38.5286278;tourist_attraction;R. do Gavaza  24 - Barra  Salvador - BA  40140-670  Brazil
431;Cathedral of Salvador;-12.9728526;-38.5104604;tourist_attraction;Largo Terreiro de Jesus  s/n - Pelourinho  Salvador - BA  40020-210  Brazil
432;House and Chapel of the Former Quinta do Unhão;-12.9827887;-38.5204928;tourist_attraction;Av. Contôrno  s/n - Dois de Julho  Salvador - BA  40301-110  Brazil
433;Estátua Zumbi dos Palmares;-12.973382;-38.5110226;tourist_attraction;Praça da Sé  15-23 - Pelourinho  Salvador - BA  40020-210  Brazil
434;Barraca da Deyse;-12.8118467;-38.4909047;tourist_attraction;R. Benjamin de Souza - São Tomé de Paripe  Salvador - BA  40800-201  Brazil
435;Cultural Area Barroquinha;-12.977465;-38.5145023;tourist_attraction;Rua do Couro  s/ n - Barroquinha  Salvador - BA  40020-160  Brazil
436;Monumento Mãe Stella De Oxóssi;-12.9218333;-38.3523887;tourist_attraction;Itapuã  Salvador - State of Bahia  41600-090  Brazil
437;Abaeté Lagoon;-12.9450766;-38.3572362;tourist_attraction;Itapuã  Salvador - State of Bahia  41600-090  Brazil
438;Letreiro Salvador;-12.974585;-38.5127509;tourist_attraction;R. Chile  2 - Centro  Salvador - BA  40020-020  Brazil
439;Bahia Geological Museum;-12.9926116;-38.5254522;tourist_attraction;Av. Sete de Setembro  2195 - Vitória  Salvador - BA  40080-002  Brazil
440;Forte de Santo Antônio além do Carmo;-12.9636017;-38.5039186;tourist_attraction;Largo de Santo Antônio Além do Carmo  s/n - Santo Antonio  Salvador - BA  40301-330  Brazil
441;Enseada do Cabrito;-12.9052954;-38.4814237;tourist_attraction;R. Sá Oliveira  Salvador - BA  40490  Brazil
442;Praia da Ribeira;-12.9194752;-38.5019571;tourist_attraction;R. Domingos Abreu Viêira  20 - Vila Ruy Barbosa  Salvador - BA  40420-850  Brazil
443;Basílica do Senhor do Bonfim;-12.9237266;-38.5080816;tourist_attraction;Largo do Bonfim  s/n - Bonfim  Salvador - BA  40415-475  Brazil
444;Praça da Sé;-12.9729434;-38.5108744;tourist_attraction;Praça da Sé - Comercio  Salvador - BA  40301-110  Brazil
445;Prédio da SULACAP;-12.9781558;-38.51470630000001;tourist_attraction;Av. Sete de Setembro  62 - Dois de Julho  Salvador - BA  40060-045  Brazil
446;Foundation Casa de Jorge Amado;-12.9716921;-38.5084926;tourist_attraction;Largo do Pelourinho  15 - Pelourinho  Salvador - BA  40026-280  Brazil
447;Deivison Artes Mulher de Areia;-12.968242;-38.4064302;tourist_attraction;Salvador - State of Bahia  41740-000  Brazil
448;Bahia Museum of Art;-12.9936599;-38.5259563;tourist_attraction;Av. Sete de Setembro  2340 - Corredor da Vitória  Salvador - BA  40080-004  Brazil
449;Casa do Carnaval da Bahia;-12.9724854;-38.5108757;tourist_attraction;Praça Ramos de Queirós  s/n - Pelourinho  Salvador - BA  40026-055  Brazil
450;Estátua de J. J. Seabra;-12.9714273;-38.5127752;tourist_attraction;Comercio  Salvador - State of Bahia  40301-155  Brazil
451;Pé do Conselho;-13.0153064;-38.4884599;tourist_attraction;R. Monte Conselho  260 - Rio Vermelho  Salvador - BA  41940-370  Brazil
452;Roma Beach;-12.9383674;-38.5066421;tourist_attraction;R. Alzira  1 - Roma  Salvador - BA  40444-080  Brazil
453;Afro-Brazilian Museum UFBA;-12.9727902;-38.5098637;tourist_attraction;Largo Terreiro de Jesus  010 - s/n - Pelourinho  Salvador - BA  40026-010  Brazil
454;PRAIA DOS COMPLEXADOS;-13.0096591;-38.4956519;tourist_attraction;Rio Vermelho  Salvador - State of Bahia  41950-000  Brazil
455;Cultural Afro Brazilian Museum;-12.976115;-38.5125691;tourist_attraction;R. das Vassouras  1-23 - Centro  Salvador - BA  40020-020  Brazil
456;Salvador Zoo and Botanical Park;-13.0094574;-38.5047836;zoo;Tv. Alto de Ondina  s/n - Ondina  Salvador - BA  40170-110  Brazil
457;MIni Zoo (animais domésticos);-12.9455445;-38.3401746;zoo;Stella Maris  Salvador - State of Bahia  41600-090  Brazil
